LATITUDE,LONGITUDE,ACCLOC,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,IMPACTYPE,INVTYPE,INVAGE,INJURY,DRIVCOND,PEDESTRIAN,CYCLIST,AUTOMOBILE,MOTORCYCLE,TRUCK,TRSN_CITY_VEH,EMERG_VEH,PASSENGER,SPEEDING,AG_DRIV,REDLIGHT,ALCOHOL,DISABILITY,HOOD_158,HOOD_140
43.703574,-79.452411,At Intersection,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Truck Driver,50 to 54,None,Inattentive,1,0,0,0,1,0,0,,0,1,0,0,0,31.0,31.0
43.649817,-79.435558,At Intersection,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,30 to 34,Major,,0,1,1,0,0,0,0,,0,0,0,0,0,84.0,84.0
43.668135,-79.441852,Non Intersection,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Passenger,55 to 59,None,,1,0,1,0,0,0,0,Yes,0,0,0,0,0,171.0,93.0
43.668135,-79.441852,Non Intersection,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,40 to 44,Major,,1,0,1,0,0,0,0,Yes,0,0,0,0,0,171.0,93.0
43.643004,-79.424808,Non Intersection,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,30 to 34,None,Inattentive,0,1,1,0,0,0,0,Yes,0,0,0,0,0,84.0,84.0
43.643004,-79.424808,Non Intersection,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,25 to 29,Major,,0,1,1,0,0,0,0,Yes,0,0,0,0,0,84.0,84.0
43.643004,-79.424808,Non Intersection,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Passenger,0 to 4,None,,0,1,1,0,0,0,0,Yes,0,0,0,0,0,84.0,84.0
43.730334,-79.482967,Intersection Related,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,Driver,75 to 79,Major,Unknown,0,0,1,0,0,0,0,,0,1,0,0,0,155.0,26.0
43.788794,-79.331577,Intersection Related,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,50 to 54,None,Normal,1,0,1,0,0,0,0,,0,0,0,0,0,46.0,46.0
43.788794,-79.331577,Intersection Related,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,85 to 89,Major,,1,0,1,0,0,0,0,,0,0,0,0,0,46.0,46.0
43.642199,-79.402004,At/Near Private Drive,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,30 to 34,Major,,0,1,1,0,0,0,0,,0,0,0,0,0,164.0,77.0
43.642199,-79.402004,At/Near Private Drive,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Cyclist Collisions,Driver,20 to 24,None,Normal,0,1,1,0,0,0,0,,0,0,0,0,0,164.0,77.0
43.69826,-79.32706,At Intersection,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Driver,45 to 49,None,Inattentive,0,0,1,0,0,0,0,Yes,1,1,0,0,0,58.0,58.0
43.614146,-79.55611,At Intersection,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Cyclist Collisions,Driver,50 to 54,None,Unknown,0,1,1,0,0,0,0,,0,1,0,0,0,159.0,14.0
43.691004,-79.401546,At Intersection,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,20 to 24,Major,,0,1,1,0,0,0,0,,0,0,0,0,0,97.0,97.0
43.672747,-79.288913,Non Intersection,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Driver,65 to 69,None,Unknown,1,0,1,0,0,0,0,,0,0,0,0,0,63.0,63.0
43.737162,-79.34344,At Intersection,Clear,Dark,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,15 to 19,Major,,0,1,1,0,0,0,0,,0,1,0,0,0,42.0,42.0
43.684897,-79.472804,Intersection Related,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Driver,40 to 44,None,Inattentive,1,0,1,0,0,0,0,,0,0,0,0,0,110.0,110.0
43.684897,-79.472804,Intersection Related,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,75 to 79,Fatal,,1,0,1,0,0,0,0,,0,0,0,0,0,110.0,110.0
43.665644,-79.491969,Non Intersection,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,65 to 69,None,Normal,1,0,1,0,0,0,0,Yes,0,0,0,0,0,89.0,89.0
43.665644,-79.491969,Non Intersection,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,50 to 54,Major,,1,0,1,0,0,0,0,Yes,0,0,0,0,0,89.0,89.0
43.665644,-79.491969,Non Intersection,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Passenger,55 to 59,None,,1,0,1,0,0,0,0,Yes,0,0,0,0,0,89.0,89.0
43.665644,-79.491969,Non Intersection,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Passenger,25 to 29,None,,1,0,1,0,0,0,0,Yes,0,0,0,0,0,89.0,89.0
43.81626,-79.211139,At Intersection,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,60 to 64,None,Normal,1,0,1,0,0,0,0,,0,0,0,0,0,146.0,132.0
43.81626,-79.211139,At Intersection,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,30 to 34,Major,,1,0,1,0,0,0,0,,0,0,0,0,0,146.0,132.0
43.700781,-79.33662,Non Intersection,Rain,Daylight,Wet,Non-Fatal Injury,Approaching,Driver,45 to 49,Minor,Inattentive,0,0,1,0,0,0,0,Yes,0,0,0,0,0,58.0,58.0
43.700781,-79.33662,Non Intersection,Rain,Daylight,Wet,Non-Fatal Injury,Approaching,Driver,30 to 34,Major,Normal,0,0,1,0,0,0,0,Yes,0,0,0,0,0,58.0,58.0
43.700781,-79.33662,Non Intersection,Rain,Daylight,Wet,Non-Fatal Injury,Approaching,Passenger,0 to 4,Minor,,0,0,1,0,0,0,0,Yes,0,0,0,0,0,58.0,58.0
43.700781,-79.33662,Non Intersection,Rain,Daylight,Wet,Non-Fatal Injury,Approaching,Passenger,15 to 19,Minor,,0,0,1,0,0,0,0,Yes,0,0,0,0,0,58.0,58.0
43.700781,-79.33662,Non Intersection,Rain,Daylight,Wet,Non-Fatal Injury,Approaching,Passenger,10 to 14,Major,,0,0,1,0,0,0,0,Yes,0,0,0,0,0,58.0,58.0
43.700781,-79.33662,Non Intersection,Rain,Daylight,Wet,Non-Fatal Injury,Approaching,Passenger,0 to 4,None,,0,0,1,0,0,0,0,Yes,0,0,0,0,0,58.0,58.0
43.762576,-79.294696,Intersection Related,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,50 to 54,None,Inattentive,1,0,1,0,0,0,0,,0,1,0,0,0,119.0,119.0
43.762576,-79.294696,Intersection Related,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,20 to 24,None,Normal,1,0,1,0,0,0,0,,0,1,0,0,0,119.0,119.0
43.762576,-79.294696,Intersection Related,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,80 to 84,Major,,1,0,1,0,0,0,0,,0,1,0,0,0,119.0,119.0
43.762576,-79.294696,Intersection Related,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,75 to 79,Major,,1,0,1,0,0,0,0,,0,1,0,0,0,119.0,119.0
43.762576,-79.294696,Intersection Related,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,70 to 74,Major,,1,0,1,0,0,0,0,,0,1,0,0,0,119.0,119.0
43.742633,-79.307399,Intersection Related,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,40 to 44,None,Normal,1,0,1,0,0,0,0,,0,0,0,0,0,119.0,119.0
43.742633,-79.307399,Intersection Related,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,10 to 14,Major,,1,0,1,0,0,0,0,,0,0,0,0,0,119.0,119.0
43.742633,-79.307399,Intersection Related,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,5 to 9,Minimal,,1,0,1,0,0,0,0,,0,0,0,0,0,119.0,119.0
43.742633,-79.307399,Intersection Related,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,15 to 19,Minimal,,1,0,1,0,0,0,0,,0,0,0,0,0,119.0,119.0
43.742633,-79.307399,Intersection Related,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,45 to 49,Major,,1,0,1,0,0,0,0,,0,0,0,0,0,119.0,119.0
43.737086,-79.246158,At Intersection,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,25 to 29,None,Inattentive,1,0,1,0,0,0,0,,0,1,0,0,0,138.0,138.0
43.737086,-79.246158,At Intersection,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,50 to 54,Major,,1,0,1,0,0,0,0,,0,1,0,0,0,138.0,138.0
43.727404,-79.480113,At Intersection,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,50 to 54,None,Normal,0,1,1,0,0,0,0,Yes,0,1,0,0,0,155.0,26.0
43.727404,-79.480113,At Intersection,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,20 to 24,Major,,0,1,1,0,0,0,0,Yes,0,1,0,0,0,155.0,26.0
43.727404,-79.480113,At Intersection,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Passenger,20 to 24,None,,0,1,1,0,0,0,0,Yes,0,1,0,0,0,155.0,26.0
43.781314,-79.325847,Non Intersection,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Approaching,Driver,70 to 74,Major,Medical or Physical Disability,0,0,1,0,0,0,0,Yes,0,0,0,0,1,147.0,117.0
43.781314,-79.325847,Non Intersection,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Approaching,Driver,30 to 34,Minor,Normal,0,0,1,0,0,0,0,Yes,0,0,0,0,1,147.0,117.0
43.781314,-79.325847,Non Intersection,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Approaching,Passenger,30 to 34,Minor,,0,0,1,0,0,0,0,Yes,0,0,0,0,1,147.0,117.0
43.657641,-79.542217,Non Intersection,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Driver,50 to 54,None,Normal,1,0,1,0,0,0,0,,0,1,0,0,0,10.0,10.0
43.657641,-79.542217,Non Intersection,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,50 to 54,Major,,1,0,1,0,0,0,0,,0,1,0,0,0,10.0,10.0
43.720904,-79.508617,At Intersection,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,75 to 79,Minor,Inattentive,0,0,1,0,0,0,0,Yes,0,1,0,0,0,154.0,26.0
43.720904,-79.508617,At Intersection,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,50 to 54,None,Normal,0,0,1,0,0,0,0,Yes,0,1,0,0,0,154.0,26.0
43.720904,-79.508617,At Intersection,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,60 to 64,Minor,Normal,0,0,1,0,0,0,0,Yes,0,1,0,0,0,154.0,26.0
43.720904,-79.508617,At Intersection,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Passenger,70 to 74,Major,,0,0,1,0,0,0,0,Yes,0,1,0,0,0,154.0,26.0
43.720904,-79.508617,At Intersection,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Passenger,55 to 59,Minor,,0,0,1,0,0,0,0,Yes,0,1,0,0,0,154.0,26.0
43.720904,-79.508617,At Intersection,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Passenger,60 to 64,Minimal,,0,0,1,0,0,0,0,Yes,0,1,0,0,0,154.0,26.0
43.76184,-79.215839,At Intersection,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,40 to 44,None,Normal,1,0,1,0,0,0,0,,0,0,0,0,0,141.0,137.0
43.76184,-79.215839,At Intersection,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,10 to 14,Major,,1,0,1,0,0,0,0,,0,0,0,0,0,141.0,137.0
43.792521,-79.245204,Non Intersection,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,65 to 69,None,Normal,1,0,1,0,0,0,0,Yes,0,0,0,0,0,128.0,128.0
43.792521,-79.245204,Non Intersection,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Passenger,55 to 59,None,,1,0,1,0,0,0,0,Yes,0,0,0,0,0,128.0,128.0
43.792521,-79.245204,Non Intersection,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Passenger,45 to 49,None,,1,0,1,0,0,0,0,Yes,0,0,0,0,0,128.0,128.0
43.792521,-79.245204,Non Intersection,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,10 to 14,Major,,1,0,1,0,0,0,0,Yes,0,0,0,0,0,128.0,128.0
43.604254,-79.533725,At Intersection,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Driver,40 to 44,None,Inattentive,0,0,1,0,0,0,0,Yes,0,1,1,0,0,20.0,20.0
43.604254,-79.533725,At Intersection,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Driver,65 to 69,Minor,Normal,0,0,1,0,0,0,0,Yes,0,1,1,0,0,20.0,20.0
43.604254,-79.533725,At Intersection,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Driver,25 to 29,Major,Normal,0,0,1,0,0,0,0,Yes,0,1,1,0,0,20.0,20.0
43.604254,-79.533725,At Intersection,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Passenger,25 to 29,None,,0,0,1,0,0,0,0,Yes,0,1,1,0,0,20.0,20.0
43.604254,-79.533725,At Intersection,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Passenger,35 to 39,Minimal,,0,0,1,0,0,0,0,Yes,0,1,1,0,0,20.0,20.0
43.604254,-79.533725,At Intersection,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Passenger,20 to 24,None,,0,0,1,0,0,0,0,Yes,0,1,1,0,0,20.0,20.0
43.604254,-79.533725,At Intersection,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Passenger,0 to 4,None,,0,0,1,0,0,0,0,Yes,0,1,1,0,0,20.0,20.0
43.730368,-79.432338,Intersection Related,Clear,"Dusk, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,40 to 44,None,Normal,1,0,1,0,0,0,0,Yes,0,1,0,0,0,39.0,39.0
43.730368,-79.432338,Intersection Related,Clear,"Dusk, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,65 to 69,Major,,1,0,1,0,0,0,0,Yes,0,1,0,0,0,39.0,39.0
43.730368,-79.432338,Intersection Related,Clear,"Dusk, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Passenger,40 to 44,None,,1,0,1,0,0,0,0,Yes,0,1,0,0,0,39.0,39.0
43.730368,-79.432338,Intersection Related,Clear,"Dusk, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Passenger,5 to 9,None,,1,0,1,0,0,0,0,Yes,0,1,0,0,0,39.0,39.0
43.730368,-79.432338,Intersection Related,Clear,"Dusk, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Passenger,5 to 9,None,,1,0,1,0,0,0,0,Yes,0,1,0,0,0,39.0,39.0
43.730368,-79.432338,Intersection Related,Clear,"Dusk, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Passenger,0 to 4,None,,1,0,1,0,0,0,0,Yes,0,1,0,0,0,39.0,39.0
43.686515,-79.313144,Intersection Related,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Turning Movement,Driver,65 to 69,Minimal,Normal,0,0,1,1,0,0,0,,1,1,0,0,0,59.0,59.0
43.686515,-79.313144,Intersection Related,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Turning Movement,Motorcycle Driver,30 to 34,Major,Unknown,0,0,1,1,0,0,0,,1,1,0,0,0,59.0,59.0
43.659014,-79.349185,Non Intersection,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Driver,40 to 44,None,Normal,1,0,1,0,0,0,0,Yes,0,0,0,0,0,70.0,70.0
43.659014,-79.349185,Non Intersection,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Passenger,20 to 24,None,,1,0,1,0,0,0,0,Yes,0,0,0,0,0,70.0,70.0
43.659014,-79.349185,Non Intersection,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Passenger,unknown,None,,1,0,1,0,0,0,0,Yes,0,0,0,0,0,70.0,70.0
43.659014,-79.349185,Non Intersection,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,35 to 39,Major,,1,0,1,0,0,0,0,Yes,0,0,0,0,0,70.0,70.0
43.711352,-79.592754,Intersection Related,Clear,"Dark, artificial",Dry,Fatal,Cyclist Collisions,Cyclist,55 to 59,Fatal,,0,1,1,0,0,0,0,,0,0,0,0,0,1.0,1.0
43.711352,-79.592754,Intersection Related,Clear,"Dark, artificial",Dry,Fatal,Cyclist Collisions,Driver,55 to 59,None,Normal,0,1,1,0,0,0,0,,0,0,0,0,0,1.0,1.0
43.711352,-79.592754,Intersection Related,Clear,"Dark, artificial",Dry,Fatal,Cyclist Collisions,Driver,60 to 64,None,Normal,0,1,1,0,0,0,0,,0,0,0,0,0,1.0,1.0
43.708693,-79.376323,At Intersection,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Driver,75 to 79,Minimal,Inattentive,0,0,1,0,0,0,0,Yes,0,1,0,0,0,56.0,56.0
43.708693,-79.376323,At Intersection,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Driver,50 to 54,Minimal,Normal,0,0,1,0,0,0,0,Yes,0,1,0,0,0,56.0,56.0
43.708693,-79.376323,At Intersection,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Driver,55 to 59,Major,Normal,0,0,1,0,0,0,0,Yes,0,1,0,0,0,56.0,56.0
43.708693,-79.376323,At Intersection,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Passenger,30 to 34,None,,0,0,1,0,0,0,0,Yes,0,1,0,0,0,56.0,56.0
43.708693,-79.376323,At Intersection,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Passenger,20 to 24,None,,0,0,1,0,0,0,0,Yes,0,1,0,0,0,56.0,56.0
43.708693,-79.376323,At Intersection,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Passenger,15 to 19,None,,0,0,1,0,0,0,0,Yes,0,1,0,0,0,56.0,56.0
43.774321,-79.389774,Intersection Related,Clear,"Dawn, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,80 to 84,None,Normal,1,0,1,0,0,0,0,,0,0,0,0,0,52.0,52.0
43.774321,-79.389774,Intersection Related,Clear,"Dawn, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,35 to 39,Major,,1,0,1,0,0,0,0,,0,0,0,0,0,52.0,52.0
43.698043,-79.349742,Non Intersection,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,40 to 44,None,Normal,1,0,1,0,0,0,0,Yes,0,0,0,0,0,58.0,58.0
43.698043,-79.349742,Non Intersection,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Passenger,35 to 39,None,,1,0,1,0,0,0,0,Yes,0,0,0,0,0,58.0,58.0
43.698043,-79.349742,Non Intersection,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,50 to 54,Major,,1,0,1,0,0,0,0,Yes,0,0,0,0,0,58.0,58.0
43.709235,-79.505565,Intersection Related,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Driver,60 to 64,None,Normal,1,0,1,0,0,0,0,,0,0,0,0,0,113.0,113.0
43.709235,-79.505565,Intersection Related,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,70 to 74,Major,,1,0,1,0,0,0,0,,0,0,0,0,0,113.0,113.0
43.737162,-79.34344,At Intersection,Clear,Dark,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,15 to 19,None,Normal,0,1,1,0,0,0,0,,0,1,0,0,0,42.0,42.0
43.663905,-79.358226,Non Intersection,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,65 to 69,Major,,0,1,1,0,0,0,0,Yes,0,0,0,0,0,72.0,72.0
43.619052,-79.499576,Non Intersection,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,50 to 54,None,Unknown,1,0,1,0,0,0,0,,1,1,0,0,0,160.0,17.0
43.663905,-79.358226,Non Intersection,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,20 to 24,None,Normal,0,1,1,0,0,0,0,Yes,0,0,0,0,0,72.0,72.0
43.672747,-79.288913,Non Intersection,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,65 to 69,Fatal,,1,0,1,0,0,0,0,,0,0,0,0,0,63.0,63.0
43.619052,-79.499576,Non Intersection,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,65 to 69,Major,,1,0,1,0,0,0,0,,1,1,0,0,0,160.0,17.0
43.645873,-79.363429,Non Intersection,Clear,Daylight,Dry,Fatal,SMV Other,Driver,30 to 34,Major,Inattentive,0,0,1,0,0,0,0,Yes,1,1,0,0,0,166.0,77.0
43.804766,-79.284869,Non Intersection,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,45 to 49,None,Inattentive,0,1,1,0,0,0,0,,0,0,0,0,0,129.0,129.0
43.804766,-79.284869,Non Intersection,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,55 to 59,Major,,0,1,1,0,0,0,0,,0,0,0,0,0,129.0,129.0
43.728129,-79.574641,At Intersection,Clear,"Dusk, artificial",Dry,Fatal,Pedestrian Collisions,Driver,25 to 29,None,Inattentive,1,0,1,0,0,0,0,,1,1,0,0,0,4.0,4.0
43.663905,-79.358226,Non Intersection,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Passenger,20 to 24,None,,0,1,1,0,0,0,0,Yes,0,0,0,0,0,72.0,72.0
43.614146,-79.55611,At Intersection,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,20 to 24,Major,,0,1,1,0,0,0,0,,0,1,0,0,0,159.0,14.0
43.702868,-79.503825,Non Intersection,Clear,"Dark, artificial",Dry,Fatal,Pedestrian Collisions,Driver,55 to 59,None,Normal,1,0,1,0,0,0,0,,0,0,0,0,0,30.0,30.0
43.81,-79.252544,Non Intersection,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,Motorcycle Driver,25 to 29,Major,Normal,0,0,0,1,0,0,0,,0,0,0,0,0,129.0,129.0
43.69826,-79.32706,At Intersection,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Driver,25 to 29,None,Normal,0,0,1,0,0,0,0,Yes,1,1,0,0,0,58.0,58.0
43.728129,-79.574641,At Intersection,Clear,"Dusk, artificial",Dry,Fatal,Pedestrian Collisions,Pedestrian,70 to 74,Fatal,,1,0,1,0,0,0,0,,1,1,0,0,0,4.0,4.0
43.716773,-79.259883,At Intersection,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Angle,Driver,45 to 49,None,Inattentive,0,0,1,0,0,0,0,Yes,0,1,1,0,0,120.0,120.0
43.649817,-79.435558,At Intersection,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,25 to 29,None,Normal,0,1,1,0,0,0,0,,0,0,0,0,0,84.0,84.0
43.729975,-79.251354,Intersection Related,Clear,Daylight,Dry,Non-Fatal Injury,Approaching,Driver,45 to 49,Major,Inattentive,0,0,1,0,0,0,0,,1,1,0,0,0,124.0,124.0
43.737166,-79.565257,At Intersection,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,55 to 59,Fatal,,1,0,1,0,0,0,0,,0,0,0,0,0,3.0,3.0
43.69826,-79.32706,At Intersection,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Driver,40 to 44,None,Normal,0,0,1,0,0,0,0,Yes,1,1,0,0,0,58.0,58.0
43.630366,-79.4267,Non Intersection,Clear,"Dark, artificial",Dry,Non-Fatal Injury,SMV Other,Driver,25 to 29,Major,Inattentive,0,0,1,0,0,0,0,,1,1,0,0,0,163.0,82.0
43.702868,-79.503825,Non Intersection,Clear,"Dark, artificial",Dry,Fatal,Pedestrian Collisions,Pedestrian,85 to 89,Fatal,,1,0,1,0,0,0,0,,0,0,0,0,0,30.0,30.0
43.737166,-79.565257,At Intersection,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Driver,45 to 49,None,Inattentive,1,0,1,0,0,0,0,,0,0,0,0,0,3.0,3.0
43.716773,-79.259883,At Intersection,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Angle,Driver,45 to 49,None,Normal,0,0,1,0,0,0,0,Yes,0,1,1,0,0,120.0,120.0
43.69826,-79.32706,At Intersection,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Passenger,20 to 24,Major,,0,0,1,0,0,0,0,Yes,1,1,0,0,0,58.0,58.0
43.741782,-79.225154,At Intersection,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,65 to 69,None,Normal,1,0,1,0,0,0,0,,0,0,0,0,0,139.0,139.0
43.716773,-79.259883,At Intersection,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Angle,Passenger,50 to 54,Major,,0,0,1,0,0,0,0,Yes,0,1,1,0,0,120.0,120.0
43.69826,-79.32706,At Intersection,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Passenger,40 to 44,None,,0,0,1,0,0,0,0,Yes,1,1,0,0,0,58.0,58.0
43.699485,-79.424945,Non Intersection,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,85 to 89,Fatal,,1,0,1,0,0,0,0,,0,0,0,0,0,101.0,101.0
43.715605,-79.446506,At Intersection,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Truck Driver,20 to 24,Minimal,Inattentive,0,0,1,0,0,0,0,Yes,0,1,0,0,0,31.0,31.0
43.729975,-79.251354,Intersection Related,Clear,Daylight,Dry,Non-Fatal Injury,Approaching,Driver,25 to 29,Minor,Normal,0,0,1,0,0,0,0,,1,1,0,0,0,124.0,124.0
43.671199,-79.423724,Non Intersection,Clear,Daylight,Dry,Fatal,Cyclist Collisions,Cyclist,70 to 74,Fatal,,0,1,1,0,0,0,0,,0,0,0,0,0,172.0,93.0
43.741782,-79.225154,At Intersection,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,35 to 39,Major,,1,0,1,0,0,0,0,,0,0,0,0,0,139.0,139.0
43.715605,-79.446506,At Intersection,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Driver,60 to 64,None,Normal,0,0,1,0,0,0,0,Yes,0,1,0,0,0,31.0,31.0
43.650939,-79.43996,At Intersection,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Cyclist Collisions,Driver,40 to 44,None,Inattentive,0,1,1,0,0,0,0,Yes,0,1,0,0,0,83.0,83.0
